município,ano,sigla,idhm_e,idhm_l,idhm_r,idhm
CORGUINHO,1991,MS,0.102,0.686,0.531,0.334
CORONEL SAPUCAIA,1991,MS,0.099,0.711,0.545,0.337
CORUMBÁ,1991,MS,0.304,0.712,0.61,0.509
COSTA RICA,1991,MS,0.215,0.721,0.587,0.45
COXIM,1991,MS,0.182,0.711,0.585,0.423
DEODÁPOLIS,1991,MS,0.187,0.66,0.547,0.407
DOIS IRMÃOS DO BURITI,1991,MS,0.112,0.638,0.512,0.332
DOURADINA,1991,MS,0.218,0.664,0.598,0.442
DOURADOS,1991,MS,0.292,0.713,0.645,0.512
ELDORADO,1991,MS,0.157,0.647,0.565,0.386
FÁTIMA DO SUL,1991,MS,0.259,0.665,0.614,0.473
FIGUEIRÃO,1991,MS,0.182,0.689,0.608,0.424
GLÓRIA DE DOURADOS,1991,MS,0.307,0.662,0.561,0.485
GUIA LOPES DA LAGUNA,1991,MS,0.202,0.671,0.545,0.42
IGUATEMI,1991,MS,0.155,0.662,0.6,0.395
INOCÊNCIA,1991,MS,0.152,0.735,0.678,0.423
ITAPORÃ,1991,MS,0.237,0.635,0.593,0.447
ITAQUIRAÍ,1991,MS,0.095,0.662,0.534,0.323
IVINHEMA,1991,MS,0.197,0.662,0.56,0.418
JAPORÃ,1991,MS,0.091,0.613,0.436,0.29
JARAGUARI,1991,MS,0.119,0.686,0.569,0.359
JARDIM,1991,MS,0.26,0.671,0.606,0.473
JATEÍ,1991,MS,0.197,0.662,0.507,0.404
JUTI,1991,MS,0.128,0.67,0.511,0.353
LADÁRIO,1991,MS,0.324,0.712,0.551,0.503
LAGUNA CARAPÃ,1991,MS,0.12,0.704,0.568,0.363
MARACAJU,1991,MS,0.243,0.712,0.641,0.48
MIRANDA,1991,MS,0.166,0.639,0.556,0.389
MUNDO NOVO,1991,MS,0.242,0.716,0.598,0.47
NAVIRAÍ,1991,MS,0.203,0.716,0.609,0.446
NIOAQUE,1991,MS,0.126,0.697,0.532,0.36
NOVA ALVORADA DO SUL,1991,MS,0.113,0.664,0.622,0.36
NOVA ANDRADINA,1991,MS,0.225,0.707,0.596,0.456
NOVO HORIZONTE DO SUL,1991,MS,0.046,0.647,0.474,0.242
PARANAÍBA,1991,MS,0.231,0.695,0.638,0.468
PARANHOS,1991,MS,0.114,0.635,0.523,0.336
PEDRO GOMES,1991,MS,0.174,0.653,0.575,0.403
PONTA PORÃ,1991,MS,0.254,0.721,0.662,0.495
PORTO MURTINHO,1991,MS,0.125,0.639,0.521,0.347
RIBAS DO RIO PARDO,1991,MS,0.132,0.691,0.615,0.383
RIO BRILHANTE,1991,MS,0.246,0.665,0.654,0.475
RIO NEGRO,1991,MS,0.178,0.689,0.539,0.404
RIO VERDE DE MATO GROSSO,1991,MS,0.193,0.689,0.576,0.425
ROCHEDO,1991,MS,0.128,0.686,0.541,0.362
SANTA RITA DO PARDO,1991,MS,0.068,0.664,0.57,0.295
SÃO GABRIEL DO OESTE,1991,MS,0.306,0.689,0.691,0.526
SETE QUEDAS,1991,MS,0.164,0.648,0.573,0.393
SELVÍRIA,1991,MS,0.142,0.677,0.597,0.386
SIDROLÂNDIA,1991,MS,0.216,0.717,0.6,0.453
SONORA,1991,MS,0.128,0.711,0.624,0.384
TACURU,1991,MS,0.117,0.635,0.541,0.343
TAQUARUSSU,1991,MS,0.142,0.655,0.557,0.373
TERENOS,1991,MS,0.181,0.689,0.559,0.412
TRÊS LAGOAS,1991,MS,0.303,0.67,0.633,0.505
VICENTINA,1991,MS,0.22,0.672,0.503,0.421
ACORIZAL,1991,MT,0.166,0.699,0.497,0.386
ÁGUA BOA,1991,MT,0.192,0.651,0.617,0.426
ALTA FLORESTA,1991,MT,0.153,0.675,0.581,0.391
ALTO ARAGUAIA,1991,MT,0.192,0.668,0.618,0.43
ALTO BOA VISTA,1991,MT,0.168,0.627,0.522,0.38
ALTO GARÇAS,1991,MT,0.221,0.697,0.594,0.451
ALTO PARAGUAI,1991,MT,0.116,0.605,0.518,0.331
ALTO TAQUARI,1991,MT,0.218,0.713,0.606,0.455
APIACÁS,1991,MT,0.146,0.667,0.592,0.386
ARAGUAIANA,1991,MT,0.146,0.672,0.565,0.381
ARAGUAINHA,1991,MT,0.186,0.698,0.588,0.424
ARAPUTANGA,1991,MT,0.186,0.651,0.612,0.42
ARENÁPOLIS,1991,MT,0.23,0.618,0.562,0.431
ARIPUANÃ,1991,MT,0.158,0.659,0.663,0.41
BARÃO DE MELGAÇO,1991,MT,0.115,0.613,0.464,0.32
BARRA DO BUGRES,1991,MT,0.167,0.659,0.6,0.404
BARRA DO GARÇAS,1991,MT,0.276,0.672,0.638,0.491
BOM JESUS DO ARAGUAIA,1991,MT,0.032,0.667,0.522,0.223
BRASNORTE,1991,MT,0.139,0.711,0.628,0.396
CÁCERES,1991,MT,0.2,0.654,0.566,0.42
CAMPINÁPOLIS,1991,MT,0.061,0.627,0.531,0.273
CAMPO NOVO DO PARECIS,1991,MT,0.254,0.708,0.676,0.495
CAMPO VERDE,1991,MT,0.286,0.729,0.68,0.521
CAMPOS DE JÚLIO,1991,MT,0.226,0.713,0.604,0.46
CANABRAVA DO NORTE,1991,MT,0.05,0.61,0.599,0.263
CANARANA,1991,MT,0.257,0.668,0.646,0.48
CARLINDA,1991,MT,0.054,0.628,0.475,0.253
CASTANHEIRA,1991,MT,0.071,0.651,0.561,0.296
CHAPADA DOS GUIMARÃES,1991,MT,0.167,0.646,0.566,0.394
CLÁUDIA,1991,MT,0.138,0.701,0.654,0.398
COCALINHO,1991,MT,0.096,0.651,0.565,0.328
COLÍDER,1991,MT,0.127,0.637,0.553,0.355
COLNIZA,1991,MT,0.081,0.654,0.563,0.31
COMODORO,1991,MT,0.152,0.662,0.583,0.389
CONFRESA,1991,MT,0.076,0.654,0.475,0.287
CONQUISTA D'OESTE,1991,MT,0.062,0.675,0.5,0.276
COTRIGUAÇU,1991,MT,0.154,0.668,0.548,0.383
CUIABÁ,1991,MT,0.372,0.708,0.698,0.569
CURVELÂNDIA,1991,MT,0.12,0.618,0.479,0.329
DENISE,1991,MT,0.149,0.653,0.528,0.372
DIAMANTINO,1991,MT,0.282,0.708,0.678,0.513
DOM AQUINO,1991,MT,0.263,0.653,0.558,0.458
FELIZ NATAL,1991,MT,0.096,0.659,0.715,0.356
FIGUEIRÓPOLIS D'OESTE,1991,MT,0.144,0.613,0.554,0.366
GAÚCHA DO NORTE,1991,MT,0.019,0.697,0.461,0.183
GENERAL CARNEIRO,1991,MT,0.159,0.644,0.472,0.364
GLÓRIA D'OESTE,1991,MT,0.115,0.651,0.6,0.355
GUARANTÃ DO NORTE,1991,MT,0.118,0.646,0.598,0.357
GUIRATINGA,1991,MT,0.21,0.654,0.588,0.432
INDIAVAÍ,1991,MT,0.163,0.651,0.597,0.399
IPIRANGA DO NORTE,1991,MT,0.047,0.689,0.676,0.28
ITANHANGÁ,1991,MT,0.146,0.711,0.58,0.392
ITAÚBA,1991,MT,0.134,0.637,0.613,0.374
ITIQUIRA,1991,MT,0.173,0.701,0.547,0.405
JACIARA,1991,MT,0.277,0.701,0.623,0.495
JANGADA,1991,MT,0.095,0.613,0.504,0.308
JAURU,1991,MT,0.102,0.624,0.487,0.314
JUARA,1991,MT,0.15,0.673,0.564,0.385
JUÍNA,1991,MT,0.162,0.639,0.634,0.403
JURUENA,1991,MT,0.219,0.711,0.653,0.467
JUSCIMEIRA,1991,MT,0.198,0.662,0.611,0.431
LAMBARI D'OESTE,1991,MT,0.063,0.624,0.456,0.262
LUCAS DO RIO VERDE,1991,MT,0.319,0.748,0.694,0.549
LUCIARA,1991,MT,0.131,0.598,0.555,0.352
VILA BELA DA SANTÍSSIMA TRINDADE,1991,MT,0.094,0.652,0.578,0.328
MARCELÂNDIA,1991,MT,0.13,0.701,0.62,0.384
MATUPÁ,1991,MT,0.203,0.639,0.666,0.442
MIRASSOL D'OESTE,1991,MT,0.215,0.637,0.631,0.442
NOBRES,1991,MT,0.203,0.644,0.58,0.423
NORTELÂNDIA,1991,MT,0.225,0.611,0.538,0.42
NOSSA SENHORA DO LIVRAMENTO,1991,MT,0.14,0.683,0.484,0.359
NOVA BANDEIRANTES,1991,MT,0.116,0.662,0.581,0.355
NOVA NAZARÉ,1991,MT,0.055,0.651,0.435,0.25
NOVA LACERDA,1991,MT,0.082,0.627,0.486,0.292
NOVA SANTA HELENA,1991,MT,0.093,0.698,0.623,0.343
NOVA BRASILÂNDIA,1991,MT,0.134,0.697,0.52,0.365
NOVA CANAÃ DO NORTE,1991,MT,0.105,0.637,0.54,0.331
NOVA MUTUM,1991,MT,0.18,0.701,0.64,0.432
NOVA OLÍMPIA,1991,MT,0.172,0.631,0.604,0.403
NOVA UBIRATÃ,1991,MT,0.139,0.713,0.701,0.411
NOVA XAVANTINA,1991,MT,0.219,0.672,0.593,0.444
NOVO MUNDO,1991,MT,0.056,0.639,0.569,0.273
NOVO HORIZONTE DO NORTE,1991,MT,0.129,0.631,0.505,0.345
NOVO SÃO JOAQUIM,1991,MT,0.123,0.644,0.564,0.355
PARANAÍTA,1991,MT,0.118,0.631,0.591,0.353
PARANATINGA,1991,MT,0.103,0.637,0.568,0.334
NOVO SANTO ANTÔNIO,1991,MT,0.06,0.708,0.504,0.278
PEDRA PRETA,1991,MT,0.159,0.701,0.604,0.407
PEIXOTO DE AZEVEDO,1991,MT,0.122,0.667,0.674,0.38
PLANALTO DA SERRA,1991,MT,0.081,0.683,0.47,0.296
POCONÉ,1991,MT,0.203,0.613,0.593,0.419
PONTAL DO ARAGUAIA,1991,MT,0.142,0.689,0.578,0.384
PONTE BRANCA,1991,MT,0.22,0.659,0.548,0.43
PONTES E LACERDA,1991,MT,0.132,0.675,0.629,0.383
PORTO ALEGRE DO NORTE,1991,MT,0.089,0.618,0.478,0.297
PORTO DOS GAÚCHOS,1991,MT,0.157,0.659,0.548,0.384
PORTO ESPERIDIÃO,1991,MT,0.1,0.624,0.559,0.327
PORTO ESTRELA,1991,MT,0.043,0.598,0.437,0.224
POXORÉO,1991,MT,0.159,0.701,0.557,0.396
PRIMAVERA DO LESTE,1991,MT,0.271,0.701,0.688,0.507
QUERÊNCIA,1991,MT,0.173,0.673,0.586,0.409
SÃO JOSÉ DOS QUATRO MARCOS,1991,MT,0.171,0.659,0.569,0.4
RESERVA DO CABAÇAL,1991,MT,0.158,0.628,0.494,0.366
RIBEIRÃO CASCALHEIRA,1991,MT,0.119,0.651,0.572,0.354
RIBEIRÃOZINHO,1991,MT,0.12,0.653,0.517,0.343
RIO BRANCO,1991,MT,0.183,0.626,0.572,0.403
SANTA CARMEM,1991,MT,0.232,0.729,0.669,0.484
SANTO AFONSO,1991,MT,0.105,0.652,0.572,0.34
SÃO JOSÉ DO POVO,1991,MT,0.124,0.653,0.52,0.348
SÃO JOSÉ DO RIO CLARO,1991,MT,0.187,0.701,0.664,0.443
SÃO JOSÉ DO XINGU,1991,MT,0.065,0.646,0.618,0.296
SÃO PEDRO DA CIPA,1991,MT,0.132,0.618,0.596,0.365
RONDOLÂNDIA,1991,MT,0.029,0.653,0.449,0.204
RONDONÓPOLIS,1991,MT,0.256,0.669,0.647,0.48
ROSÁRIO OESTE,1991,MT,0.138,0.644,0.521,0.359
SANTA CRUZ DO XINGU,1991,MT,0.138,0.708,0.642,0.397
SALTO DO CÉU,1991,MT,0.099,0.651,0.51,0.32
SANTA RITA DO TRIVELATO,1991,MT,0.087,0.713,0.508,0.316
SANTA TEREZINHA,1991,MT,0.127,0.61,0.46,0.329
SANTO ANTÔNIO DO LESTE,1991,MT,0.135,0.711,0.534,0.371
SANTO ANTÔNIO DO LEVERGER,1991,MT,0.137,0.698,0.502,0.363
SÃO FÉLIX DO ARAGUAIA,1991,MT,0.174,0.651,0.595,0.407
SAPEZAL,1991,MT,0.077,0.78,0.663,0.341
SERRA NOVA DOURADA,1991,MT,0.089,0.667,0.465,0.302
SINOP,1991,MT,0.232,0.78,0.689,0.5
SORRISO,1991,MT,0.286,0.713,0.679,0.517
TABAPORÃ,1991,MT,0.113,0.631,0.545,0.339
TANGARÁ DA SERRA,1991,MT,0.206,0.669,0.631,0.443
TAPURAH,1991,MT,0.185,0.697,0.62,0.431
TERRA NOVA DO NORTE,1991,MT,0.135,0.626,0.568,0.363
TESOURO,1991,MT,0.182,0.701,0.549,0.412
TORIXORÉU,1991,MT,0.236,0.689,0.608,0.462
UNIÃO DO SUL,1991,MT,0.06,0.698,0.705,0.309
VALE DE SÃO DOMINGOS,1991,MT,0.093,0.598,0.511,0.305
VÁRZEA GRANDE,1991,MT,0.261,0.673,0.596,0.471
VERA,1991,MT,0.144,0.78,0.658,0.42
VILA RICA,1991,MT,0.165,0.651,0.613,0.404
NOVA GUARITA,1991,MT,0.07,0.624,0.553,0.289
NOVA MARILÂNDIA,1991,MT,0.214,0.639,0.628,0.441
NOVA MARINGÁ,1991,MT,0.099,0.701,0.628,0.352
NOVA MONTE VERDE,1991,MT,0.094,0.637,0.514,0.313
ABADIA DE GOIÁS,1991,GO,0.183,0.658,0.563,0.408
ABADIÂNIA,1991,GO,0.188,0.656,0.56,0.41
ACREÚNA,1991,GO,0.2,0.658,0.599,0.429
ADELÂNDIA,1991,GO,0.224,0.644,0.577,0.437
ÁGUA FRIA DE GOIÁS,1991,GO,0.102,0.629,0.489,0.315
ÁGUA LIMPA,1991,GO,0.247,0.679,0.557,0.454
ÁGUAS LINDAS DE GOIÁS,1991,GO,0.145,0.667,0.6,0.387
ALEXÂNIA,1991,GO,0.158,0.647,0.529,0.378
ALOÂNDIA,1991,GO,0.269,0.662,0.521,0.453
ALTO HORIZONTE,1991,GO,0.11,0.687,0.528,0.342
ALTO PARAÍSO DE GOIÁS,1991,GO,0.206,0.687,0.555,0.428
ALVORADA DO NORTE,1991,GO,0.193,0.618,0.545,0.402
AMARALINA,1991,GO,0.051,0.663,0.547,0.264
AMERICANO DO BRASIL,1991,GO,0.198,0.643,0.591,0.422
AMORINÓPOLIS,1991,GO,0.219,0.64,0.589,0.435
ANÁPOLIS,1991,GO,0.32,0.67,0.65,0.518
ANHANGUERA,1991,GO,0.38,0.702,0.52,0.518
ANICUNS,1991,GO,0.211,0.67,0.554,0.428
APARECIDA DE GOIÂNIA,1991,GO,0.229,0.658,0.584,0.445
APARECIDA DO RIO DOCE,1991,GO,0.143,0.687,0.527,0.373
APORÉ,1991,GO,0.129,0.679,0.589,0.372
ARAÇU,1991,GO,0.196,0.68,0.541,0.416
ARAGARÇAS,1991,GO,0.195,0.653,0.556,0.414
ARAGOIÂNIA,1991,GO,0.249,0.662,0.553,0.45
ARAGUAPAZ,1991,GO,0.138,0.662,0.518,0.362
ARENÓPOLIS,1991,GO,0.204,0.621,0.566,0.415
ARUANÃ,1991,GO,0.111,0.682,0.589,0.355
AURILÂNDIA,1991,GO,0.284,0.652,0.596,0.48
AVELINÓPOLIS,1991,GO,0.201,0.702,0.565,0.43
BALIZA,1991,GO,0.105,0.667,0.471,0.321
BARRO ALTO,1991,GO,0.187,0.684,0.495,0.399
BELA VISTA DE GOIÁS,1991,GO,0.218,0.679,0.6,0.446
BOM JARDIM DE GOIÁS,1991,GO,0.203,0.647,0.567,0.421
BOM JESUS DE GOIÁS,1991,GO,0.222,0.684,0.601,0.45
BONFINÓPOLIS,1991,GO,0.2,0.658,0.534,0.413
BONÓPOLIS,1991,GO,0.056,0.618,0.515,0.261
BRAZABRANTES,1991,GO,0.209,0.658,0.521,0.415
BRITÂNIA,1991,GO,0.22,0.67,0.537,0.429
BURITI ALEGRE,1991,GO,0.295,0.648,0.626,0.493
BURITI DE GOIÁS,1991,GO,0.21,0.634,0.486,0.401
BURITINÓPOLIS,1991,GO,0.066,0.665,0.407,0.261
CABECEIRAS,1991,GO,0.18,0.635,0.528,0.392
CACHOEIRA ALTA,1991,GO,0.25,0.676,0.635,0.475
CACHOEIRA DE GOIÁS,1991,GO,0.152,0.643,0.551,0.378
CACHOEIRA DOURADA,1991,GO,0.208,0.684,0.6,0.44
CAÇU,1991,GO,0.201,0.7,0.655,0.452
CAIAPÔNIA,1991,GO,0.206,0.702,0.599,0.442
CALDAS NOVAS,1991,GO,0.277,0.682,0.65,0.497
CALDAZINHA,1991,GO,0.15,0.658,0.557,0.38
CAMPESTRE DE GOIÁS,1991,GO,0.218,0.643,0.527,0.42
CAMPINAÇU,1991,GO,0.152,0.658,0.52,0.373
CAMPINORTE,1991,GO,0.168,0.662,0.529,0.389
CAMPO ALEGRE DE GOIÁS,1991,GO,0.221,0.67,0.684,0.466
CAMPO LIMPO DE GOIÁS,1991,GO,0.092,0.676,0.545,0.324
CAMPOS BELOS,1991,GO,0.192,0.626,0.563,0.408
CAMPOS VERDES,1991,GO,0.095,0.621,0.558,0.32
CARMO DO RIO VERDE,1991,GO,0.259,0.671,0.52,0.449
CASTELÂNDIA,1991,GO,0.136,0.71,0.542,0.374
CATALÃO,1991,GO,0.341,0.71,0.624,0.533
CATURAÍ,1991,GO,0.18,0.66,0.524,0.396
CAVALCANTE,1991,GO,0.079,0.64,0.458,0.285
CERES,1991,GO,0.351,0.7,0.65,0.543
CEZARINA,1991,GO,0.208,0.67,0.586,0.434
CHAPADÃO DO CÉU,1991,GO,0.184,0.71,0.588,0.425
CIDADE OCIDENTAL,1991,GO,0.338,0.71,0.65,0.538
COCALZINHO DE GOIÁS,1991,GO,0.138,0.632,0.547,0.363
COLINAS DO SUL,1991,GO,0.161,0.632,0.525,0.377
CÓRREGO DO OURO,1991,GO,0.218,0.67,0.536,0.428
CORUMBÁ DE GOIÁS,1991,GO,0.101,0.665,0.55,0.333
CORUMBAÍBA,1991,GO,0.197,0.676,0.586,0.427
CRISTALINA,1991,GO,0.26,0.699,0.586,0.474
CRISTIANÓPOLIS,1991,GO,0.163,0.678,0.591,0.403
CRIXÁS,1991,GO,0.159,0.678,0.611,0.404
CROMÍNIA,1991,GO,0.201,0.684,0.574,0.429
CUMARI,1991,GO,0.256,0.676,0.582,0.465
DAMIANÓPOLIS,1991,GO,0.158,0.658,0.478,0.368
DAMOLÂNDIA,1991,GO,0.315,0.639,0.541,0.478
DAVINÓPOLIS,1991,GO,0.213,0.71,0.553,0.437
DIORAMA,1991,GO,0.216,0.647,0.507,0.414
DOVERLÂNDIA,1991,GO,0.099,0.679,0.541,0.331
EDEALINA,1991,GO,0.18,0.702,0.564,0.415
EDÉIA,1991,GO,0.236,0.687,0.621,0.465
ESTRELA DO NORTE,1991,GO,0.229,0.71,0.492,0.431
FAINA,1991,GO,0.122,0.639,0.537,0.347
FAZENDA NOVA,1991,GO,0.22,0.662,0.562,0.434
FIRMINÓPOLIS,1991,GO,0.32,0.653,0.595,0.499
FLORES DE GOIÁS,1991,GO,0.044,0.6,0.465,0.231
FORMOSA,1991,GO,0.259,0.684,0.631,0.482
FORMOSO,1991,GO,0.273,0.652,0.572,0.467
GAMELEIRA DE GOIÁS,1991,GO,0.04,0.678,0.464,0.233
DIVINÓPOLIS DE GOIÁS,1991,GO,0.16,0.663,0.495,0.374
GOIANÁPOLIS,1991,GO,0.178,0.635,0.565,0.4
GOIANDIRA,1991,GO,0.356,0.681,0.584,0.521
GOIANÉSIA,1991,GO,0.229,0.67,0.585,0.448
GOIÂNIA,1991,GO,0.42,0.718,0.717,0.6
GOIANIRA,1991,GO,0.2,0.662,0.542,0.416
GOIÁS,1991,GO,0.229,0.646,0.581,0.441
GOIATUBA,1991,GO,0.252,0.723,0.644,0.49
GOUVELÂNDIA,1991,GO,0.139,0.682,0.579,0.38
GUAPÓ,1991,GO,0.244,0.658,0.581,0.454
GUARAÍTA,1991,GO,0.19,0.621,0.501,0.39
GUARANI DE GOIÁS,1991,GO,0.08,0.615,0.424,0.275
GUARINOS,1991,GO,0.102,0.663,0.467,0.316
HEITORAÍ,1991,GO,0.241,0.665,0.529,0.439
HIDROLÂNDIA,1991,GO,0.216,0.676,0.534,0.427
HIDROLINA,1991,GO,0.262,0.653,0.528,0.449
IACIARA,1991,GO,0.152,0.661,0.519,0.374
INACIOLÂNDIA,1991,GO,0.157,0.683,0.555,0.39
INDIARA,1991,GO,0.188,0.653,0.597,0.418
INHUMAS,1991,GO,0.278,0.687,0.616,0.49
IPAMERI,1991,GO,0.268,0.683,0.589,0.476
IPIRANGA DE GOIÁS,1991,GO,0.222,0.662,0.523,0.425
IPORÁ,1991,GO,0.304,0.676,0.6,0.498
ISRAELÂNDIA,1991,GO,0.24,0.668,0.524,0.438
ITABERAÍ,1991,GO,0.218,0.639,0.593,0.436
ITAGUARI,1991,GO,0.259,0.632,0.519,0.44
ITAGUARU,1991,GO,0.239,0.644,0.557,0.441
ITAJÁ,1991,GO,0.245,0.667,0.605,0.462
ITAPACI,1991,GO,0.191,0.644,0.591,0.417
ITAPIRAPUÃ,1991,GO,0.145,0.67,0.563,0.38
ITAPURANGA,1991,GO,0.247,0.67,0.567,0.454
ITARUMÃ,1991,GO,0.174,0.662,0.644,0.42
ITAUÇU,1991,GO,0.253,0.678,0.546,0.454
ITUMBIARA,1991,GO,0.301,0.718,0.644,0.518
IVOLÂNDIA,1991,GO,0.16,0.676,0.543,0.389
JANDAIA,1991,GO,0.215,0.69,0.589,0.444
JARAGUÁ,1991,GO,0.169,0.653,0.549,0.393
JATAÍ,1991,GO,0.262,0.718,0.651,0.497
JAUPACI,1991,GO,0.211,0.639,0.583,0.428
JESÚPOLIS,1991,GO,0.135,0.621,0.518,0.351
JOVIÂNIA,1991,GO,0.287,0.679,0.629,0.497
JUSSARA,1991,GO,0.252,0.7,0.607,0.475
LAGOA SANTA,1991,GO,0.141,0.718,0.551,0.382
LEOPOLDO DE BULHÕES,1991,GO,0.209,0.658,0.566,0.427
LUZIÂNIA,1991,GO,0.195,0.665,0.614,0.43
MAIRIPOTABA,1991,GO,0.261,0.684,0.593,0.473
MAMBAÍ,1991,GO,0.053,0.635,0.437,0.245
MARA ROSA,1991,GO,0.182,0.67,0.587,0.415
MARZAGÃO,1991,GO,0.299,0.7,0.632,0.51
MATRINCHÃ,1991,GO,0.112,0.652,0.558,0.344
MAURILÂNDIA,1991,GO,0.222,0.671,0.604,0.448
MIMOSO DE GOIÁS,1991,GO,0.115,0.648,0.487,0.331
MINAÇU,1991,GO,0.211,0.676,0.572,0.434
MINEIROS,1991,GO,0.228,0.718,0.671,0.479
MOIPORÁ,1991,GO,0.217,0.653,0.541,0.425
MONTE ALEGRE DE GOIÁS,1991,GO,0.104,0.618,0.472,0.312
MONTES CLAROS DE GOIÁS,1991,GO,0.201,0.676,0.602,0.434
MONTIVIDIU,1991,GO,0.135,0.684,0.589,0.379
MONTIVIDIU DO NORTE,1991,GO,0.1,0.618,0.482,0.31
MORRINHOS,1991,GO,0.286,0.71,0.609,0.498
MORRO AGUDO DE GOIÁS,1991,GO,0.244,0.621,0.54,0.434
MOSSÂMEDES,1991,GO,0.167,0.7,0.53,0.396
MOZARLÂNDIA,1991,GO,0.169,0.638,0.563,0.393
MUNDO NOVO,1991,GO,0.095,0.618,0.561,0.321
MUTUNÓPOLIS,1991,GO,0.17,0.634,0.506,0.379
NAZÁRIO,1991,GO,0.174,0.7,0.534,0.402
NERÓPOLIS,1991,GO,0.25,0.676,0.579,0.461
NIQUELÂNDIA,1991,GO,0.147,0.647,0.548,0.374
NOVA AMÉRICA,1991,GO,0.265,0.621,0.522,0.441
NOVA AURORA,1991,GO,0.271,0.702,0.52,0.462
NOVA CRIXÁS,1991,GO,0.114,0.646,0.577,0.349
NOVA GLÓRIA,1991,GO,0.253,0.658,0.512,0.44
NOVA IGUAÇU DE GOIÁS,1991,GO,0.083,0.621,0.557,0.306
NOVA ROMA,1991,GO,0.182,0.639,0.486,0.384
NOVA VENEZA,1991,GO,0.267,0.639,0.538,0.451
NOVO BRASIL,1991,GO,0.19,0.649,0.575,0.414
NOVO GAMA,1991,GO,0.235,0.661,0.589,0.451
NOVO PLANALTO,1991,GO,0.226,0.637,0.563,0.433
ORIZONA,1991,GO,0.174,0.683,0.548,0.402
OURO VERDE DE GOIÁS,1991,GO,0.179,0.632,0.601,0.408
OUVIDOR,1991,GO,0.28,0.682,0.6,0.486
PADRE BERNARDO,1991,GO,0.124,0.648,0.517,0.346
PALESTINA DE GOIÁS,1991,GO,0.137,0.639,0.511,0.355
PALMEIRAS DE GOIÁS,1991,GO,0.272,0.7,0.596,0.484
PALMELO,1991,GO,0.269,0.71,0.557,0.474
PALMINÓPOLIS,1991,GO,0.228,0.646,0.563,0.436
PANAMÁ,1991,GO,0.318,0.639,0.589,0.493
PARANAIGUARA,1991,GO,0.248,0.678,0.597,0.465
PARAÚNA,1991,GO,0.165,0.682,0.588,0.404
PEROLÂNDIA,1991,GO,0.144,0.653,0.554,0.373
PETROLINA DE GOIÁS,1991,GO,0.14,0.669,0.506,0.362
PILAR DE GOIÁS,1991,GO,0.126,0.639,0.534,0.35
PIRACANJUBA,1991,GO,0.246,0.683,0.632,0.474
PIRANHAS,1991,GO,0.197,0.676,0.592,0.429
PIRENÓPOLIS,1991,GO,0.151,0.667,0.579,0.388
PIRES DO RIO,1991,GO,0.3,0.7,0.619,0.507
PLANALTINA,1991,GO,0.156,0.657,0.554,0.384
PONTALINA,1991,GO,0.264,0.7,0.613,0.484
PORANGATU,1991,GO,0.24,0.676,0.583,0.456
PORTEIRÃO,1991,GO,0.088,0.687,0.481,0.308
PORTELÂNDIA,1991,GO,0.132,0.687,0.553,0.369
POSSE,1991,GO,0.113,0.659,0.53,0.34
PROFESSOR JAMIL,1991,GO,0.247,0.635,0.545,0.441
QUIRINÓPOLIS,1991,GO,0.251,0.682,0.617,0.473
RIALMA,1991,GO,0.304,0.647,0.564,0.48
RIANÁPOLIS,1991,GO,0.259,0.671,0.563,0.461
RIO QUENTE,1991,GO,0.141,0.702,0.517,0.371
RIO VERDE,1991,GO,0.265,0.687,0.638,0.488
RUBIATABA,1991,GO,0.234,0.64,0.56,0.438
SANCLERLÂNDIA,1991,GO,0.246,0.67,0.554,0.45
SANTA BÁRBARA DE GOIÁS,1991,GO,0.221,0.646,0.539,0.425
SANTA CRUZ DE GOIÁS,1991,GO,0.162,0.71,0.559,0.401
SANTA FÉ DE GOIÁS,1991,GO,0.144,0.7,0.559,0.383
SANTA HELENA DE GOIÁS,1991,GO,0.259,0.678,0.619,0.477
SANTA ISABEL,1991,GO,0.268,0.659,0.547,0.459
SANTA RITA DO ARAGUAIA,1991,GO,0.247,0.687,0.633,0.475
SANTA RITA DO NOVO DESTINO,1991,GO,0.109,0.64,0.471,0.32
SANTA ROSA DE GOIÁS,1991,GO,0.248,0.656,0.592,0.458
SANTA TEREZA DE GOIÁS,1991,GO,0.223,0.635,0.555,0.428
SANTA TEREZINHA DE GOIÁS,1991,GO,0.185,0.64,0.589,0.412
SANTO ANTÔNIO DA BARRA,1991,GO,0.144,0.658,0.557,0.375
SANTO ANTÔNIO DE GOIÁS,1991,GO,0.181,0.71,0.492,0.398
SANTO ANTÔNIO DO DESCOBERTO,1991,GO,0.183,0.669,0.559,0.409
SÃO DOMINGOS,1991,GO,0.091,0.639,0.485,0.304
SÃO FRANCISCO DE GOIÁS,1991,GO,0.174,0.671,0.506,0.389
SÃO JOÃO D'ALIANÇA,1991,GO,0.142,0.653,0.514,0.363
SÃO JOÃO DA PARAÚNA,1991,GO,0.257,0.66,0.566,0.458
SÃO LUÍS DE MONTES BELOS,1991,GO,0.306,0.676,0.592,0.497
SÃO LUÍZ DO NORTE,1991,GO,0.115,0.64,0.459,0.323
SÃO MIGUEL DO ARAGUAIA,1991,GO,0.223,0.646,0.589,0.439
SÃO MIGUEL DO PASSA QUATRO,1991,GO,0.193,0.671,0.516,0.406
